X1,Y1,X2,Y2,,,,,,,,,,,,,,,,
1.23E-03,1.80E-01,1.23E-03,2.5599999,,,,,,,,,,,,,,,,
1.24E-03,1.60E-01,1.24E-03,2.5599999,,,,,,,,,,,,,,,,
1.24E-03,1.80E-01,1.24E-03,2.5599999,,,,,,,,,,,,,,,,
1.24E-03,1.80E-01,1.24E-03,2.48,,,,,,,,,,,,,,,,
1.24E-03,2.00E-01,1.24E-03,2.48,,,,,,,,,,,,,,,,
1.24E-03,1.60E-01,1.24E-03,2.48,,,,,,,,,,,,,,,,
1.25E-03,2.20E-01,1.25E-03,2.48,,,,,,,,,,,,,,,,
1.25E-03,2.00E-01,1.25E-03,2.48,,,,,,,,,,,,,,,,
1.25E-03,2.00E-01,1.25E-03,2.48,,,,,,,,,,,,,,,,
1.25E-03,2.20E-01,1.25E-03,2.48,,,,,,,,,,,,,,,,
1.25E-03,2.20E-01,1.25E-03,2.48,,,,,,,,,,,,,,,,
1.26E-03,2.40E-01,1.26E-03,2.48,,,,,,,,,,,,,,,,
1.26E-03,2.40E-01,1.26E-03,2.48,,,,,,,,,,,,,,,,
1.26E-03,2.60E-01,1.26E-03,2.48,,,,,,,,,,,,,,,,
1.26E-03,2.40E-01,1.26E-03,2.48,,,,,,,,,,,,,,,,
1.26E-03,2.40E-01,1.26E-03,2.3999999,,,,,,,,,,,,,,,,
1.27E-03,2.40E-01,1.27E-03,2.48,,,,,,,,,,,,,,,,
1.27E-03,2.40E-01,1.27E-03,2.3999999,,,,,,,,,,,,,,,,
1.27E-03,2.60E-01,1.27E-03,2.3999999,,,,,,,,,,,,,,,,
1.27E-03,2.40E-01,1.27E-03,2.3999999,,,,,,,,,,,,,,,,
1.27E-03,2.80E-01,1.27E-03,2.3999999,,,,,,,,,,,,,,,,
1.28E-03,2.60E-01,1.28E-03,2.3999999,,,,,,,,,,,,,,,,
1.28E-03,2.60E-01,1.28E-03,2.3199999,,,,,,,,,,,,,,,,
1.28E-03,2.80E-01,1.28E-03,2.24,,,,,,,,,,,,,,,,
1.28E-03,2.80E-01,1.28E-03,2.3199999,,,,,,,,,,,,,,,,
1.28E-03,2.80E-01,1.28E-03,2.24,,,,,,,,,,,,,,,,
1.29E-03,2.80E-01,1.29E-03,2.3199999,,,,,,,,,,,,,,,,
1.29E-03,3.00E-01,1.29E-03,2.24,,,,,,,,,,,,,,,,
1.29E-03,3.00E-01,1.29E-03,2.24,,,,,,,,,,,,,,,,
1.29E-03,3.00E-01,1.29E-03,2.24,,,,,,,,,,,,,,,,
1.29E-03,3.00E-01,1.29E-03,2.24,,,,,,,,,,,,,,,,
1.30E-03,3.00E-01,1.30E-03,2.24,,,,,,,,,,,,,,,,
1.30E-03,3.20E-01,1.30E-03,2.1599998,,,,,,,,,,,,,,,,
1.30E-03,3.20E-01,1.30E-03,2.0799999,,,,,,,,,,,,,,,,
1.30E-03,3.20E-01,1.30E-03,2.1599998,,,,,,,,,,,,,,,,
1.30E-03,3.20E-01,1.30E-03,2.0799999,,,,,,,,,,,,,,,,
1.31E-03,3.40E-01,1.31E-03,2.0799999,,,,,,,,,,,,,,,,
1.31E-03,3.40E-01,1.31E-03,2.0799999,,,,,,,,,,,,,,,,
1.31E-03,3.60E-01,1.31E-03,2.0799999,,,,,,,,,,,,,,,,
1.31E-03,3.60E-01,1.31E-03,2,,,,,,,,,,,,,,,,
1.31E-03,3.60E-01,1.31E-03,2,,,,,,,,,,,,,,,,
1.32E-03,3.40E-01,1.32E-03,2,,,,,,,,,,,,,,,,
1.32E-03,3.60E-01,1.32E-03,2,,,,,,,,,,,,,,,,
1.32E-03,3.60E-01,1.32E-03,2,,,,,,,,,,,,,,,,
1.32E-03,3.80E-01,1.32E-03,2,,,,,,,,,,,,,,,,
1.32E-03,3.60E-01,1.32E-03,1.92,,,,,,,,,,,,,,,,
1.33E-03,3.80E-01,1.33E-03,1.92,,,,,,,,,,,,,,,,
1.33E-03,3.80E-01,1.33E-03,1.92,,,,,,,,,,,,,,,,
1.33E-03,3.60E-01,1.33E-03,1.92,,,,,,,,,,,,,,,,
1.33E-03,3.80E-01,1.33E-03,1.8399999,,,,,,,,,,,,,,,,
1.33E-03,3.80E-01,1.33E-03,1.8399999,,,,,,,,,,,,,,,,
1.34E-03,3.80E-01,1.34E-03,1.8399999,,,,,,,,,,,,,,,,
1.34E-03,4.00E-01,1.34E-03,1.76,,,,,,,,,,,,,,,,
1.34E-03,4.00E-01,1.34E-03,1.76,,,,,,,,,,,,,,,,
1.34E-03,4.00E-01,1.34E-03,1.6799999,,,,,,,,,,,,,,,,
1.34E-03,4.00E-01,1.34E-03,1.76,,,,,,,,,,,,,,,,
1.35E-03,4.00E-01,1.35E-03,1.76,,,,,,,,,,,,,,,,
1.35E-03,4.20E-01,1.35E-03,1.6799999,,,,,,,,,,,,,,,,
1.35E-03,4.00E-01,1.35E-03,1.6799999,,,,,,,,,,,,,,,,
1.35E-03,4.20E-01,1.35E-03,1.5999999,,,,,,,,,,,,,,,,
1.35E-03,4.00E-01,1.35E-03,1.5999999,,,,,,,,,,,,,,,,
1.36E-03,4.20E-01,1.36E-03,1.52,,,,,,,,,,,,,,,,
1.36E-03,4.20E-01,1.36E-03,1.5999999,,,,,,,,,,,,,,,,
1.36E-03,4.20E-01,1.36E-03,1.52,,,,,,,,,,,,,,,,
1.36E-03,4.20E-01,1.36E-03,1.52,,,,,,,,,,,,,,,,
1.36E-03,4.20E-01,1.36E-03,1.52,,,,,,,,,,,,,,,,
1.37E-03,4.20E-01,1.37E-03,1.52,,,,,,,,,,,,,,,,
1.37E-03,4.20E-01,1.37E-03,1.4399999,,,,,,,,,,,,,,,,
1.37E-03,4.20E-01,1.37E-03,1.36,,,,,,,,,,,,,,,,
1.37E-03,4.20E-01,1.37E-03,1.4399999,,,,,,,,,,,,,,,,
1.37E-03,4.20E-01,1.37E-03,1.36,,,,,,,,,,,,,,,,
1.38E-03,4.20E-01,1.38E-03,1.28,,,,,,,,,,,,,,,,
1.38E-03,4.40E-01,1.38E-03,1.28,,,,,,,,,,,,,,,,
1.38E-03,4.40E-01,1.38E-03,1.28,,,,,,,,,,,,,,,,
1.38E-03,4.40E-01,1.38E-03,1.1999999,,,,,,,,,,,,,,,,
1.38E-03,4.20E-01,1.38E-03,1.1999999,,,,,,,,,,,,,,,,
1.39E-03,4.40E-01,1.39E-03,1.1999999,,,,,,,,,,,,,,,,
1.39E-03,4.40E-01,1.39E-03,1.1999999,,,,,,,,,,,,,,,,
1.39E-03,4.20E-01,1.39E-03,1.1999999,,,,,,,,,,,,,,,,
1.39E-03,4.40E-01,1.39E-03,1.12,,,,,,,,,,,,,,,,
1.39E-03,4.40E-01,1.39E-03,1.12,,,,,,,,,,,,,,,,
1.40E-03,4.40E-01,1.40E-03,1.04,,,,,,,,,,,,,,,,
1.40E-03,4.40E-01,1.40E-03,9.60E-01,,,,,,,,,,,,,,,,
1.40E-03,4.40E-01,1.40E-03,9.60E-01,,,,,,,,,,,,,,,,
1.40E-03,4.40E-01,1.40E-03,9.60E-01,,,,,,,,,,,,,,,,
1.40E-03,4.60E-01,1.40E-03,9.60E-01,,,,,,,,,,,,,,,,
1.41E-03,4.60E-01,1.41E-03,8.80E-01,,,,,,,,,,,,,,,,
1.41E-03,4.40E-01,1.41E-03,8.80E-01,,,,,,,,,,,,,,,,
1.41E-03,4.40E-01,1.41E-03,8.00E-01,,,,,,,,,,,,,,,,
1.41E-03,4.40E-01,1.41E-03,8.00E-01,,,,,,,,,,,,,,,,
1.41E-03,4.60E-01,1.41E-03,8.00E-01,,,,,,,,,,,,,,,,
1.42E-03,4.60E-01,1.42E-03,8.00E-01,,,,,,,,,,,,,,,,
1.42E-03,4.40E-01,1.42E-03,7.20E-01,,,,,,,,,,,,,,,,
1.42E-03,4.40E-01,1.42E-03,7.20E-01,,,,,,,,,,,,,,,,
1.42E-03,4.40E-01,1.42E-03,6.40E-01,,,,,,,,,,,,,,,,
1.42E-03,4.60E-01,1.42E-03,6.40E-01,,,,,,,,,,,,,,,,
1.43E-03,4.40E-01,1.43E-03,6.40E-01,,,,,,,,,,,,,,,,
1.43E-03,4.60E-01,1.43E-03,5.60E-01,,,,,,,,,,,,,,,,
1.43E-03,4.60E-01,1.43E-03,5.60E-01,,,,,,,,,,,,,,,,
1.43E-03,4.40E-01,1.43E-03,5.60E-01,,,,,,,,,,,,,,,,
1.43E-03,4.60E-01,1.43E-03,4.80E-01,,,,,,,,,,,,,,,,
1.44E-03,4.60E-01,1.44E-03,4.80E-01,,,,,,,,,,,,,,,,
1.44E-03,4.60E-01,1.44E-03,4.00E-01,,,,,,,,,,,,,,,,
1.44E-03,4.40E-01,1.44E-03,4.00E-01,,,,,,,,,,,,,,,,
1.44E-03,4.60E-01,1.44E-03,4.00E-01,,,,,,,,,,,,,,,,
1.44E-03,4.60E-01,1.44E-03,3.20E-01,,,,,,,,,,,,,,,,
1.45E-03,4.60E-01,1.45E-03,3.20E-01,,,,,,,,,,,,,,,,
1.45E-03,4.60E-01,1.45E-03,2.40E-01,,,,,,,,,,,,,,,,
1.45E-03,4.60E-01,1.45E-03,2.40E-01,,,,,,,,,,,,,,,,
1.45E-03,4.40E-01,1.45E-03,2.40E-01,,,,,,,,,,,,,,,,
1.45E-03,4.60E-01,1.45E-03,2.40E-01,,,,,,,,,,,,,,,,
1.46E-03,4.40E-01,1.46E-03,1.60E-01,,,,,,,,,,,,,,,,
1.46E-03,4.40E-01,1.46E-03,1.60E-01,,,,,,,,,,,,,,,,
1.46E-03,4.40E-01,1.46E-03,8.00E-02,,,,,,,,,,,,,,,,
1.46E-03,4.60E-01,1.46E-03,8.00E-02,,,,,,,,,,,,,,,,
1.46E-03,4.60E-01,1.46E-03,8.00E-02,,,,,,,,,,,,,,,,
1.47E-03,4.40E-01,1.47E-03,0,,,,,,,,,,,,,,,,
1.47E-03,4.40E-01,1.47E-03,0,,,,,,,,,,,,,,,,
1.47E-03,4.60E-01,1.47E-03,-8.00E-02,,,,,,,,,,,,,,,,
1.47E-03,4.40E-01,1.47E-03,-8.00E-02,,,,,,,,,,,,,,,,
1.47E-03,4.40E-01,1.47E-03,-8.00E-02,,,,,,,,,,,,,,,,
1.48E-03,4.40E-01,1.48E-03,-8.00E-02,,,,,,,,,,,,,,,,
1.48E-03,4.20E-01,1.48E-03,-1.60E-01,,,,,,,,,,,,,,,,
1.48E-03,4.40E-01,1.48E-03,-2.40E-01,,,,,,,,,,,,,,,,
1.48E-03,4.40E-01,1.48E-03,-2.40E-01,,,,,,,,,,,,,,,,
1.48E-03,4.20E-01,1.48E-03,-3.20E-01,,,,,,,,,,,,,,,,
1.49E-03,4.40E-01,1.49E-03,-3.20E-01,,,,,,,,,,,,,,,,
1.49E-03,4.20E-01,1.49E-03,-4.00E-01,,,,,,,,,,,,,,,,
1.49E-03,4.20E-01,1.49E-03,-3.20E-01,,,,,,,,,,,,,,,,
1.49E-03,4.20E-01,1.49E-03,-4.00E-01,,,,,,,,,,,,,,,,
1.49E-03,4.20E-01,1.49E-03,-4.80E-01,,,,,,,,,,,,,,,,
1.50E-03,4.20E-01,1.50E-03,-4.80E-01,,,,,,,,,,,,,,,,
1.50E-03,4.20E-01,1.50E-03,-4.80E-01,,,,,,,,,,,,,,,,
1.50E-03,4.20E-01,1.50E-03,-5.60E-01,,,,,,,,,,,,,,,,
1.50E-03,4.20E-01,1.50E-03,-5.60E-01,,,,,,,,,,,,,,,,
1.50E-03,4.20E-01,1.50E-03,-5.60E-01,,,,,,,,,,,,,,,,
1.51E-03,4.00E-01,1.51E-03,-5.60E-01,,,,,,,,,,,,,,,,
1.51E-03,4.00E-01,1.51E-03,-6.40E-01,,,,,,,,,,,,,,,,
1.51E-03,4.00E-01,1.51E-03,-7.20E-01,,,,,,,,,,,,,,,,
1.51E-03,4.20E-01,1.51E-03,-7.20E-01,,,,,,,,,,,,,,,,
1.51E-03,4.00E-01,1.51E-03,-8.00E-01,,,,,,,,,,,,,,,,
1.52E-03,4.00E-01,1.52E-03,-8.00E-01,,,,,,,,,,,,,,,,
1.52E-03,4.20E-01,1.52E-03,-8.00E-01,,,,,,,,,,,,,,,,
1.52E-03,3.80E-01,1.52E-03,-8.00E-01,,,,,,,,,,,,,,,,
1.52E-03,4.00E-01,1.52E-03,-8.80E-01,,,,,,,,,,,,,,,,
1.52E-03,3.80E-01,1.52E-03,-8.80E-01,,,,,,,,,,,,,,,,
1.53E-03,3.80E-01,1.53E-03,-9.60E-01,,,,,,,,,,,,,,,,
1.53E-03,3.80E-01,1.53E-03,-9.60E-01,,,,,,,,,,,,,,,,
1.53E-03,3.80E-01,1.53E-03,-1.04,,,,,,,,,,,,,,,,
1.53E-03,3.80E-01,1.53E-03,-1.04,,,,,,,,,,,,,,,,
1.53E-03,3.80E-01,1.53E-03,-1.04,,,,,,,,,,,,,,,,
1.54E-03,3.80E-01,1.54E-03,-1.04,,,,,,,,,,,,,,,,
1.54E-03,3.80E-01,1.54E-03,-1.12,,,,,,,,,,,,,,,,
1.54E-03,3.80E-01,1.54E-03,-1.12,,,,,,,,,,,,,,,,
1.54E-03,3.60E-01,1.54E-03,-1.12,,,,,,,,,,,,,,,,
1.54E-03,3.60E-01,1.54E-03,-1.12,,,,,,,,,,,,,,,,
1.55E-03,3.40E-01,1.55E-03,-1.1999999,,,,,,,,,,,,,,,,
1.55E-03,3.40E-01,1.55E-03,-1.1999999,,,,,,,,,,,,,,,,
1.55E-03,3.40E-01,1.55E-03,-1.28,,,,,,,,,,,,,,,,
1.55E-03,3.40E-01,1.55E-03,-1.28,,,,,,,,,,,,,,,,
1.55E-03,3.20E-01,1.55E-03,-1.28,,,,,,,,,,,,,,,,
1.56E-03,3.20E-01,1.56E-03,-1.36,,,,,,,,,,,,,,,,
1.56E-03,3.00E-01,1.56E-03,-1.36,,,,,,,,,,,,,,,,
1.56E-03,3.40E-01,1.56E-03,-1.4399999,,,,,,,,,,,,,,,,
1.56E-03,3.00E-01,1.56E-03,-1.4399999,,,,,,,,,,,,,,,,
1.56E-03,3.20E-01,1.56E-03,-1.4399999,,,,,,,,,,,,,,,,
1.57E-03,3.00E-01,1.57E-03,-1.4399999,,,,,,,,,,,,,,,,
1.57E-03,3.20E-01,1.57E-03,-1.52,,,,,,,,,,,,,,,,
1.57E-03,3.00E-01,1.57E-03,-1.4399999,,,,,,,,,,,,,,,,
1.57E-03,3.00E-01,1.57E-03,-1.52,,,,,,,,,,,,,,,,
1.57E-03,3.00E-01,1.57E-03,-1.5999999,,,,,,,,,,,,,,,,
1.58E-03,3.00E-01,1.58E-03,-1.5999999,,,,,,,,,,,,,,,,
1.58E-03,3.00E-01,1.58E-03,-1.5999999,,,,,,,,,,,,,,,,
1.58E-03,2.80E-01,1.58E-03,-1.6799999,,,,,,,,,,,,,,,,
1.58E-03,2.60E-01,1.58E-03,-1.6799999,,,,,,,,,,,,,,,,
1.58E-03,2.60E-01,1.58E-03,-1.76,,,,,,,,,,,,,,,,
1.59E-03,2.60E-01,1.59E-03,-1.6799999,,,,,,,,,,,,,,,,
1.59E-03,2.40E-01,1.59E-03,-1.76,,,,,,,,,,,,,,,,
1.59E-03,2.60E-01,1.59E-03,-1.76,,,,,,,,,,,,,,,,
1.59E-03,2.60E-01,1.59E-03,-1.76,,,,,,,,,,,,,,,,
1.59E-03,2.40E-01,1.59E-03,-1.8399999,,,,,,,,,,,,,,,,
1.60E-03,2.40E-01,1.60E-03,-1.76,,,,,,,,,,,,,,,,
1.60E-03,2.40E-01,1.60E-03,-1.8399999,,,,,,,,,,,,,,,,
1.60E-03,2.20E-01,1.60E-03,-1.8399999,,,,,,,,,,,,,,,,
1.60E-03,2.20E-01,1.60E-03,-1.92,,,,,,,,,,,,,,,,
1.60E-03,2.20E-01,1.60E-03,-1.92,,,,,,,,,,,,,,,,
1.61E-03,2.20E-01,1.61E-03,-1.92,,,,,,,,,,,,,,,,
1.61E-03,2.40E-01,1.61E-03,-1.92,,,,,,,,,,,,,,,,
1.61E-03,2.00E-01,1.61E-03,-2,,,,,,,,,,,,,,,,
1.61E-03,2.00E-01,1.61E-03,-1.92,,,,,,,,,,,,,,,,
1.61E-03,2.00E-01,1.61E-03,-1.92,,,,,,,,,,,,,,,,
1.62E-03,1.80E-01,1.62E-03,-2,,,,,,,,,,,,,,,,
1.62E-03,1.80E-01,1.62E-03,-2.0799999,,,,,,,,,,,,,,,,
1.62E-03,1.80E-01,1.62E-03,-2,,,,,,,,,,,,,,,,
1.62E-03,1.60E-01,1.62E-03,-2.1599998,,,,,,,,,,,,,,,,
1.62E-03,1.60E-01,1.62E-03,-2.0799999,,,,,,,,,,,,,,,,
1.63E-03,1.40E-01,1.63E-03,-2.0799999,,,,,,,,,,,,,,,,
1.63E-03,1.60E-01,1.63E-03,-2.1599998,,,,,,,,,,,,,,,,
1.63E-03,1.40E-01,1.63E-03,-2.0799999,,,,,,,,,,,,,,,,
1.63E-03,1.40E-01,1.63E-03,-2.24,,,,,,,,,,,,,,,,
1.63E-03,1.40E-01,1.63E-03,-2.1599998,,,,,,,,,,,,,,,,
1.64E-03,1.00E-01,1.64E-03,-2.1599998,,,,,,,,,,,,,,,,
1.64E-03,1.40E-01,1.64E-03,-2.1599998,,,,,,,,,,,,,,,,
1.64E-03,1.40E-01,1.64E-03,-2.24,,,,,,,,,,,,,,,,
1.64E-03,1.00E-01,1.64E-03,-2.24,,,,,,,,,,,,,,,,
1.64E-03,1.00E-01,1.64E-03,-2.24,,,,,,,,,,,,,,,,
1.65E-03,1.00E-01,1.65E-03,-2.24,,,,,,,,,,,,,,,,
1.65E-03,1.20E-01,1.65E-03,-2.24,,,,,,,,,,,,,,,,
1.65E-03,1.20E-01,1.65E-03,-2.24,,,,,,,,,,,,,,,,
1.65E-03,8.00E-02,1.65E-03,-2.24,,,,,,,,,,,,,,,,
1.65E-03,8.00E-02,1.65E-03,-2.24,,,,,,,,,,,,,,,,
1.66E-03,8.00E-02,1.66E-03,-2.3199999,,,,,,,,,,,,,,,,
1.66E-03,1.00E-01,1.66E-03,-2.3199999,,,,,,,,,,,,,,,,
1.66E-03,6.00E-02,1.66E-03,-2.3199999,,,,,,,,,,,,,,,,
1.66E-03,6.00E-02,1.66E-03,-2.3199999,,,,,,,,,,,,,,,,
1.66E-03,6.00E-02,1.66E-03,-2.3199999,,,,,,,,,,,,,,,,
1.67E-03,6.00E-02,1.67E-03,-2.3199999,,,,,,,,,,,,,,,,
1.67E-03,4.00E-02,1.67E-03,-2.3999999,,,,,,,,,,,,,,,,
1.67E-03,4.00E-02,1.67E-03,-2.3199999,,,,,,,,,,,,,,,,
1.67E-03,4.00E-02,1.67E-03,-2.3199999,,,,,,,,,,,,,,,,
1.67E-03,4.00E-02,1.67E-03,-2.3199999,,,,,,,,,,,,,,,,
1.68E-03,4.00E-02,1.68E-03,-2.3999999,,,,,,,,,,,,,,,,
1.68E-03,4.00E-02,1.68E-03,-2.3999999,,,,,,,,,,,,,,,,
1.68E-03,2.00E-02,1.68E-03,-2.3999999,,,,,,,,,,,,,,,,
1.68E-03,2.00E-02,1.68E-03,-2.3199999,,,,,,,,,,,,,,,,
1.68E-03,2.00E-02,1.68E-03,-2.3999999,,,,,,,,,,,,,,,,
1.69E-03,4.00E-02,1.69E-03,-2.3999999,,,,,,,,,,,,,,,,
1.69E-03,0,1.69E-03,-2.3999999,,,,,,,,,,,,,,,,
1.69E-03,-4.00E-02,1.69E-03,-2.3999999,,,,,,,,,,,,,,,,
1.69E-03,-2.00E-02,1.69E-03,-2.3999999,,,,,,,,,,,,,,,,
1.69E-03,-2.00E-02,1.69E-03,-2.3999999,,,,,,,,,,,,,,,,
1.70E-03,-2.00E-02,1.70E-03,-2.3999999,,,,,,,,,,,,,,,,
1.70E-03,-2.00E-02,1.70E-03,-2.3999999,,,,,,,,,,,,,,,,
1.70E-03,-6.00E-02,1.70E-03,-2.48,,,,,,,,,,,,,,,,
1.70E-03,-4.00E-02,1.70E-03,-2.48,,,,,,,,,,,,,,,,
1.70E-03,-4.00E-02,1.70E-03,-2.3999999,,,,,,,,,,,,,,,,
1.71E-03,-4.00E-02,1.71E-03,-2.48,,,,,,,,,,,,,,,,
1.71E-03,-6.00E-02,1.71E-03,-2.48,,,,,,,,,,,,,,,,
1.71E-03,-6.00E-02,1.71E-03,-2.3999999,,,,,,,,,,,,,,,,
1.71E-03,-6.00E-02,1.71E-03,-2.48,,,,,,,,,,,,,,,,
1.71E-03,-8.00E-02,1.71E-03,-2.48,,,,,,,,,,,,,,,,
1.72E-03,-8.00E-02,1.72E-03,-2.48,,,,,,,,,,,,,,,,
1.72E-03,-6.00E-02,1.72E-03,-2.48,,,,,,,,,,,,,,,,
1.72E-03,-8.00E-02,1.72E-03,-2.48,,,,,,,,,,,,,,,,
1.72E-03,-1.00E-01,1.72E-03,-2.48,,,,,,,,,,,,,,,,
1.72E-03,-1.00E-01,1.72E-03,-2.3999999,,,,,,,,,,,,,,,,
1.73E-03,-1.20E-01,1.73E-03,-2.3999999,,,,,,,,,,,,,,,,
1.73E-03,-1.40E-01,1.73E-03,-2.3999999,,,,,,,,,,,,,,,,
1.73E-03,-1.20E-01,1.73E-03,-2.48,,,,,,,,,,,,,,,,
1.73E-03,-1.20E-01,1.73E-03,-2.3999999,,,,,,,,,,,,,,,,
1.73E-03,-1.20E-01,1.73E-03,-2.3999999,,,,,,,,,,,,,,,,
1.74E-03,-1.20E-01,1.74E-03,-2.3999999,,,,,,,,,,,,,,,,
1.74E-03,-1.40E-01,1.74E-03,-2.3999999,,,,,,,,,,,,,,,,
1.74E-03,-1.40E-01,1.74E-03,-2.3999999,,,,,,,,,,,,,,,,
1.74E-03,-1.40E-01,1.74E-03,-2.3999999,,,,,,,,,,,,,,,,
1.74E-03,-1.40E-01,1.74E-03,-2.3999999,,,,,,,,,,,,,,,,
1.75E-03,-1.60E-01,1.75E-03,-2.3999999,,,,,,,,,,,,,,,,
1.75E-03,-2.00E-01,1.75E-03,-2.3999999,,,,,,,,,,,,,,,,
1.75E-03,-1.60E-01,1.75E-03,-2.3999999,,,,,,,,,,,,,,,,
1.75E-03,-1.80E-01,1.75E-03,-2.3199999,,,,,,,,,,,,,,,,
1.75E-03,-2.00E-01,1.75E-03,-2.3999999,,,,,,,,,,,,,,,,
1.76E-03,-2.00E-01,1.76E-03,-2.3199999,,,,,,,,,,,,,,,,
1.76E-03,-2.20E-01,1.76E-03,-2.3199999,,,,,,,,,,,,,,,,
1.76E-03,-2.20E-01,1.76E-03,-2.3199999,,,,,,,,,,,,,,,,
1.76E-03,-2.00E-01,1.76E-03,-2.3199999,,,,,,,,,,,,,,,,
1.76E-03,-2.20E-01,1.76E-03,-2.3199999,,,,,,,,,,,,,,,,
1.77E-03,-2.00E-01,1.77E-03,-2.24,,,,,,,,,,,,,,,,
1.77E-03,-2.20E-01,1.77E-03,-2.3199999,,,,,,,,,,,,,,,,
1.77E-03,-2.20E-01,1.77E-03,-2.3199999,,,,,,,,,,,,,,,,
1.77E-03,-2.40E-01,1.77E-03,-2.3199999,,,,,,,,,,,,,,,,
1.77E-03,-2.40E-01,1.77E-03,-2.3199999,,,,,,,,,,,,,,,,
1.78E-03,-2.40E-01,1.78E-03,-2.24,,,,,,,,,,,,,,,,
1.78E-03,-2.40E-01,1.78E-03,-2.3199999,,,,,,,,,,,,,,,,
1.78E-03,-2.40E-01,1.78E-03,-2.24,,,,,,,,,,,,,,,,
1.78E-03,-2.60E-01,1.78E-03,-2.24,,,,,,,,,,,,,,,,
1.78E-03,-2.40E-01,1.78E-03,-2.24,,,,,,,,,,,,,,,,
1.79E-03,-2.60E-01,1.79E-03,-2.24,,,,,,,,,,,,,,,,
1.79E-03,-2.40E-01,1.79E-03,-2.1599998,,,,,,,,,,,,,,,,
1.79E-03,-2.60E-01,1.79E-03,-2.1599998,,,,,,,,,,,,,,,,
1.79E-03,-2.80E-01,1.79E-03,-2.24,,,,,,,,,,,,,,,,
1.79E-03,-2.60E-01,1.79E-03,-2.0799999,,,,,,,,,,,,,,,,
1.80E-03,-2.80E-01,1.80E-03,-2.1599998,,,,,,,,,,,,,,,,
1.80E-03,-3.00E-01,1.80E-03,-2.1599998,,,,,,,,,,,,,,,,
1.80E-03,-2.80E-01,1.80E-03,-2.0799999,,,,,,,,,,,,,,,,
1.80E-03,-2.80E-01,1.80E-03,-2.0799999,,,,,,,,,,,,,,,,
1.80E-03,-3.00E-01,1.80E-03,-2.0799999,,,,,,,,,,,,,,,,
1.81E-03,-3.00E-01,1.81E-03,-2.0799999,,,,,,,,,,,,,,,,
1.81E-03,-3.00E-01,1.81E-03,-2.0799999,,,,,,,,,,,,,,,,
1.81E-03,-3.20E-01,1.81E-03,-2.0799999,,,,,,,,,,,,,,,,
1.81E-03,-3.00E-01,1.81E-03,-2,,,,,,,,,,,,,,,,
1.81E-03,-3.40E-01,1.81E-03,-2,,,,,,,,,,,,,,,,
1.82E-03,-3.40E-01,1.82E-03,-1.92,,,,,,,,,,,,,,,,
1.82E-03,-3.20E-01,1.82E-03,-1.92,,,,,,,,,,,,,,,,
1.82E-03,-3.20E-01,1.82E-03,-1.92,,,,,,,,,,,,,,,,
1.82E-03,-3.40E-01,1.82E-03,-1.92,,,,,,,,,,,,,,,,
1.82E-03,-3.60E-01,1.82E-03,-1.8399999,,,,,,,,,,,,,,,,
1.83E-03,-3.40E-01,1.83E-03,-1.8399999,,,,,,,,,,,,,,,,
1.83E-03,-3.40E-01,1.83E-03,-1.76,,,,,,,,,,,,,,,,
1.83E-03,-3.40E-01,1.83E-03,-1.8399999,,,,,,,,,,,,,,,,
1.83E-03,-3.40E-01,1.83E-03,-1.8399999,,,,,,,,,,,,,,,,
1.83E-03,-3.60E-01,1.83E-03,-1.76,,,,,,,,,,,,,,,,
1.84E-03,-3.40E-01,1.84E-03,-1.76,,,,,,,,,,,,,,,,
1.84E-03,-3.60E-01,1.84E-03,-1.76,,,,,,,,,,,,,,,,
1.84E-03,-3.60E-01,1.84E-03,-1.6799999,,,,,,,,,,,,,,,,
1.84E-03,-3.60E-01,1.84E-03,-1.6799999,,,,,,,,,,,,,,,,
1.84E-03,-3.80E-01,1.84E-03,-1.76,,,,,,,,,,,,,,,,
1.85E-03,-3.60E-01,1.85E-03,-1.6799999,,,,,,,,,,,,,,,,
1.85E-03,-3.80E-01,1.85E-03,-1.5999999,,,,,,,,,,,,,,,,
1.85E-03,-3.80E-01,1.85E-03,-1.5999999,,,,,,,,,,,,,,,,
1.85E-03,-3.80E-01,1.85E-03,-1.52,,,,,,,,,,,,,,,,
1.85E-03,-3.80E-01,1.85E-03,-1.5999999,,,,,,,,,,,,,,,,
1.86E-03,-3.80E-01,1.86E-03,-1.52,,,,,,,,,,,,,,,,
1.86E-03,-3.80E-01,1.86E-03,-1.52,,,,,,,,,,,,,,,,
1.86E-03,-3.80E-01,1.86E-03,-1.52,,,,,,,,,,,,,,,,
1.86E-03,-3.80E-01,1.86E-03,-1.4399999,,,,,,,,,,,,,,,,
1.86E-03,-3.80E-01,1.86E-03,-1.4399999,,,,,,,,,,,,,,,,
1.87E-03,-3.80E-01,1.87E-03,-1.36,,,,,,,,,,,,,,,,
1.87E-03,-4.00E-01,1.87E-03,-1.4399999,,,,,,,,,,,,,,,,
1.87E-03,-3.80E-01,1.87E-03,-1.36,,,,,,,,,,,,,,,,
1.87E-03,-4.00E-01,1.87E-03,-1.36,,,,,,,,,,,,,,,,
1.87E-03,-3.80E-01,1.87E-03,-1.28,,,,,,,,,,,,,,,,
1.88E-03,-3.80E-01,1.88E-03,-1.28,,,,,,,,,,,,,,,,
1.88E-03,-4.00E-01,1.88E-03,-1.28,,,,,,,,,,,,,,,,
